TripID,RouteID,StopID,StopName,WeekBeginning,NumberOfBoardings
23651,100,14047,10A Marion Rd,########,1
23651,100,12747,23 Findon Rd,########,1
23651,100,14131,11A Marion Rd,########,1
23651,100,13931,9B Marion Rd,########,1
44673,100,12227,224 Woodville Rd,########,1
44673,100,12941,17 Grange Rd,########,1
44673,100,14148,178 Cross Rd,########,1
44673,100,14171,183 Cross Rd,########,2
44673,100,12248,25 Torrens Rd,########,1
44673,100,13730,8G Marion Rd,########,1
44673,100,14083,165 Cross Rd,########,3
44673,100,12463,220 Woodville Rd,########,1
44673,100,12521,219 Woodville Rd,########,8
44673,100,12610,217 Findon Rd,########,1
44673,100,13375,201 Marion Rd,########,1
44673,100,14113,171 Cross Rd,########,1
44673,100,14131,11A Marion Rd,########,4
44673,100,13331,9A Holbrooks Rd,########,11
44673,100,14123,173 Cross Rd,########,1
44673,100,12352,Woodville,########,3
44673,100,13040,206 Holbrooks Rd,########,1
44673,100,14110,170 Cross Rd,########,1
44673,100,14167,182 Cross Rd,########,2
44673,100,12663,216 Findon Rd,########,3
44673,100,13073,205 Holbrooks Rd,########,4
44673,100,13456,8B Marion Rd,########,2
44673,100,13817,8K Marion Rd,########,1
44673,100,12833,22 Crittenden Rd,########,1
44673,100,12953,207 Holbrooks Rd,########,1
44673,100,12747,23 Findon Rd,########,7
44673,100,13905,9A Marion Rd,########,2
44673,100,14037,19 Portrush Rd,########,1
44673,100,14047,10A Marion Rd,########,1
44673,100,13627,8E Marion Rd,########,2
44673,100,14152,179 Cross Rd,########,1
44673,100,14155,180 Cross Rd,########,1
44673,100,12412,221 Woodville Rd,########,2
44673,100,13499,8C Marion Rd,########,1
44673,100,13669,8F Marion Rd,########,3
44673,100,14146,177 Cross Rd,########,1
44673,100,12939,18 Crittenden Rd,########,1
44673,100,13269,10 Holbrooks Rd,########,4
44673,100,14158,181 Cross Rd,########,5
44674,100,12747,23 Findon Rd,########,2
44674,100,14037,19 Portrush Rd,########,2
44674,100,14148,178 Cross Rd,########,1
44674,100,12833,22 Crittenden Rd,########,2
44674,100,12941,17 Grange Rd,########,3
44674,100,13375,201 Marion Rd,########,7
44674,100,13874,9 Marion Rd,########,2
44674,100,12266,Zone A Arndale Interchange,########,12
44674,100,13571,8D Marion Rd,########,1
44674,100,14123,173 Cross Rd,########,1
44674,100,14135,175 Cross Rd,########,1
44674,100,14142,176 Cross Rd,########,5
44674,100,14152,179 Cross Rd,########,1
44674,100,14171,183 Cross Rd,########,2
44674,100,12285,223 Woodville Rd,########,3
44674,100,12610,217 Findon Rd,########,2
44674,100,14098,167 Cross Rd,########,1
44674,100,12412,221 Woodville Rd,########,1
44674,100,13269,10 Holbrooks Rd,########,7
44674,100,13730,8G Marion Rd,########,1
44674,100,14131,11A Marion Rd,########,1
44674,100,12939,18 Crittenden Rd,########,1
44674,100,14110,170 Cross Rd,########,4
44674,100,14095,166 Cross Rd,########,2
44674,100,12352,Woodville,########,2
44674,100,14047,10A Marion Rd,########,8
44674,100,13767,8H Marion Rd,########,2
44674,100,12463,220 Woodville Rd,########,2
44674,100,12663,216 Findon Rd,########,1
44674,100,13040,206 Holbrooks Rd,########,1
44674,100,13669,8F Marion Rd,########,1
44674,100,12806,21 Crittenden Rd,########,1
44674,100,14155,180 Cross Rd,########,5
44674,100,12521,219 Woodville Rd,########,2
44674,100,13499,8C Marion Rd,########,4
44674,100,14064,20 Cross Rd,########,1
44674,100,14113,171 Cross Rd,########,1
44674,100,14121,172 Cross Rd,########,1
44674,100,13331,9A Holbrooks Rd,########,4
44674,100,13627,8E Marion Rd,########,2
44675,100,12747,23 Findon Rd,########,10
44675,100,12864,20 Crittenden Rd,########,4
44675,100,13375,201 Marion Rd,########,1
44675,100,14131,11A Marion Rd,########,4
44675,100,13073,205 Holbrooks Rd,########,4
44675,100,13499,8C Marion Rd,########,9
44675,100,12580,218 Findon Rd,########,8
44675,100,13627,8E Marion Rd,########,1
44675,100,14047,10A Marion Rd,########,1
44675,100,12806,21 Crittenden Rd,########,3
44675,100,13331,9A Holbrooks Rd,########,3
44676,100,12939,18 Crittenden Rd,########,2
44676,100,12412,221 Woodville Rd,########,1
44676,100,12266,Zone A Arndale Interchange,########,11
44676,100,12864,20 Crittenden Rd,########,3
44676,100,13817,8K Marion Rd,########,3
44676,100,12806,21 Crittenden Rd,########,1
44676,100,13073,205 Holbrooks Rd,########,2
44676,100,13375,201 Marion Rd,########,1
44676,100,14131,11A Marion Rd,########,9
44676,100,12285,223 Woodville Rd,########,1
44676,100,12580,218 Findon Rd,########,2
44676,100,13331,9A Holbrooks Rd,########,2
44677,100,12864,20 Crittenden Rd,########,1
44677,100,12939,18 Crittenden Rd,########,3
44677,100,14047,10A Marion Rd,########,4
44677,100,12352,Woodville,########,2
44677,100,12663,216 Findon Rd,########,4
44677,100,12806,21 Crittenden Rd,########,5
44677,100,13073,205 Holbrooks Rd,########,3
44677,100,13331,9A Holbrooks Rd,########,1
44677,100,13499,8C Marion Rd,########,6
44677,100,13627,8E Marion Rd,########,2
44677,100,13269,10 Holbrooks Rd,########,2
44677,100,14131,11A Marion Rd,########,6
44677,100,12266,Zone A Arndale Interchange,########,11
44677,100,12747,23 Findon Rd,########,1
44677,100,13375,201 Marion Rd,########,1
44678,100,14047,10A Marion Rd,########,1
44678,100,12463,220 Woodville Rd,########,1
44678,100,12610,217 Findon Rd,########,2
44678,100,14083,165 Cross Rd,########,5
44678,100,14167,182 Cross Rd,########,1
44678,100,12806,21 Crittenden Rd,########,1
44678,100,14095,166 Cross Rd,########,3
44678,100,14121,172 Cross Rd,########,3
44678,100,14155,180 Cross Rd,########,3
44678,100,12521,219 Woodville Rd,########,3
44678,100,13931,9B Marion Rd,########,1
44678,100,12747,23 Findon Rd,########,2
44678,100,14000,10 Marion Rd,########,2
44678,100,13269,10 Holbrooks Rd,########,1
44678,100,13767,8H Marion Rd,########,1
44678,100,13669,8F Marion Rd,########,1
44678,100,14146,177 Cross Rd,########,1
44678,100,12953,207 Holbrooks Rd,########,1
44678,100,14152,179 Cross Rd,########,4
44678,100,14142,176 Cross Rd,########,10
44678,100,14158,181 Cross Rd,########,4
44678,100,12663,216 Findon Rd,########,1
44678,100,13073,205 Holbrooks Rd,########,5
44679,100,13331,9A Holbrooks Rd,########,2
44679,100,13571,8D Marion Rd,########,7
44679,100,12610,217 Findon Rd,########,2
44679,100,13375,201 Marion Rd,########,7
44679,100,14131,11A Marion Rd,########,8
44679,100,13730,8G Marion Rd,########,1
44679,100,12941,17 Grange Rd,########,4
44679,100,14171,183 Cross Rd,########,1
44679,100,14142,176 Cross Rd,########,2
44679,100,12747,23 Findon Rd,########,3
44679,100,14047,10A Marion Rd,########,4
44679,100,12663,216 Findon Rd,########,2
44679,100,13073,205 Holbrooks Rd,########,3
44679,100,12806,21 Crittenden Rd,########,2
44679,100,14158,181 Cross Rd,########,3
44679,100,12939,18 Crittenden Rd,########,1
44679,100,14000,10 Marion Rd,########,3
44679,100,13269,10 Holbrooks Rd,########,10
44679,100,13627,8E Marion Rd,########,4
44679,100,13767,8H Marion Rd,########,2
44679,100,14135,175 Cross Rd,########,3
44680,100,12266,Zone A Arndale Interchange,########,22
44680,100,12747,23 Findon Rd,########,1
44680,100,12953,207 Holbrooks Rd,########,4
44680,100,13375,201 Marion Rd,########,2
44680,100,13874,9 Marion Rd,########,2
44680,100,12227,224 Woodville Rd,########,1
44680,100,13269,10 Holbrooks Rd,########,2
44680,100,14131,11A Marion Rd,########,20
44680,100,12412,221 Woodville Rd,########,14
44680,100,13627,8E Marion Rd,########,3
44680,100,12521,219 Woodville Rd,########,1
44680,100,12580,218 Findon Rd,########,2
44680,100,13073,205 Holbrooks Rd,########,2
44680,100,13331,9A Holbrooks Rd,########,1
44680,100,12352,Woodville,########,3
44680,100,13767,8H Marion Rd,########,2
44680,100,13817,8K Marion Rd,########,1
44680,100,13953,9C Marion Rd,########,1
44680,100,14000,10 Marion Rd,########,1
44680,100,14047,10A Marion Rd,########,4
44681,100,12953,207 Holbrooks Rd,########,2
44681,100,13627,8E Marion Rd,########,8
44681,100,13788,8J Marion Rd,########,2
44681,100,14152,179 Cross Rd,########,3
44681,100,13499,8C Marion Rd,########,12
44681,100,13669,8F Marion Rd,########,13
44681,100,13905,9A Marion Rd,########,2
44681,100,14146,177 Cross Rd,########,3
44681,100,13073,205 Holbrooks Rd,########,3
44681,100,14142,176 Cross Rd,########,1
44681,100,14158,181 Cross Rd,########,1
44681,100,13571,8D Marion Rd,########,7
44681,100,14000,10 Marion Rd,########,4
44681,100,14110,170 Cross Rd,########,5
44681,100,13269,10 Holbrooks Rd,########,6
44681,100,13375,201 Marion Rd,########,2
44681,100,13817,8K Marion Rd,########,4
44681,100,14131,11A Marion Rd,########,12
44681,100,13767,8H Marion Rd,########,1
44681,100,12747,23 Findon Rd,########,6
44681,100,12864,20 Crittenden Rd,########,3
44681,100,14037,19 Portrush Rd,########,12
44681,100,14047,10A Marion Rd,########,4
44681,100,12521,219 Woodville Rd,########,1
44681,100,12939,18 Crittenden Rd,########,1
44681,100,14095,166 Cross Rd,########,3
44681,100,12941,17 Grange Rd,########,5
44681,100,13931,9B Marion Rd,########,4
44681,100,12580,218 Findon Rd,########,3
44681,100,13874,9 Marion Rd,########,2
44681,100,14155,180 Cross Rd,########,2
44681,100,13331,9A Holbrooks Rd,########,5
44681,100,13730,8G Marion Rd,########,2
44681,100,14083,165 Cross Rd,########,1
44681,100,14123,173 Cross Rd,########,4
44681,100,12463,220 Woodville Rd,########,1
44681,100,12610,217 Findon Rd,########,3
44681,100,12806,21 Crittenden Rd,########,3
44681,100,13456,8B Marion Rd,########,8
44681,100,14071,163 Cross Rd,########,1
44681,100,14167,182 Cross Rd,########,5
44682,100,13269,10 Holbrooks Rd,########,1
44682,100,13499,8C Marion Rd,########,11
44682,100,14146,177 Cross Rd,########,5
44682,100,13627,8E Marion Rd,########,21
44682,100,14000,10 Marion Rd,########,1
44682,100,14102,168 Cross Rd,########,8
44682,100,17881,165A Cross Rd,########,1
44682,100,12939,18 Crittenden Rd,########,2
44682,100,13931,9B Marion Rd,########,2
44682,100,14155,180 Cross Rd,########,1
44682,100,14158,181 Cross Rd,########,2
44682,100,13073,205 Holbrooks Rd,########,2
44682,100,14110,170 Cross Rd,########,5
44682,100,14167,182 Cross Rd,########,1
44682,100,12806,21 Crittenden Rd,########,2
44682,100,12833,22 Crittenden Rd,########,1
44682,100,13788,8J Marion Rd,########,2
44682,100,13456,8B Marion Rd,########,2
44682,100,13905,9A Marion Rd,########,1
44682,100,14064,20 Cross Rd,########,2
44682,100,14071,163 Cross Rd,########,6
44682,100,14121,172 Cross Rd,########,2
44682,100,12747,23 Findon Rd,########,6
44682,100,14037,19 Portrush Rd,########,10
44682,100,14047,10A Marion Rd,########,3
44682,100,14095,166 Cross Rd,########,1
44682,100,14123,173 Cross Rd,########,7
44682,100,14135,175 Cross Rd,########,4
44682,100,14142,176 Cross Rd,########,1
44682,100,14152,179 Cross Rd,########,6
44682,100,13953,9C Marion Rd,########,5
44682,100,13730,8G Marion Rd,########,1
44682,100,14083,165 Cross Rd,########,3
44682,100,12521,219 Woodville Rd,########,6
44682,100,14131,11A Marion Rd,########,9
44682,100,12580,218 Findon Rd,########,2
44682,100,13331,9A Holbrooks Rd,########,2
44682,100,13375,201 Marion Rd,########,4
44682,100,13874,9 Marion Rd,########,2
44682,100,12463,220 Woodville Rd,########,1
44682,100,12610,217 Findon Rd,########,4
44682,100,13571,8D Marion Rd,########,7
44683,100,14047,10A Marion Rd,########,4
44683,100,14102,168 Cross Rd,########,7
44683,100,12896,19 Crittenden Rd,########,2
44683,100,13456,8B Marion Rd,########,3
44683,100,13817,8K Marion Rd,########,1
44683,100,14064,20 Cross Rd,########,25
44683,100,14110,170 Cross Rd,########,1
44683,100,12864,20 Crittenden Rd,########,1
44683,100,14095,166 Cross Rd,########,2
44683,100,12806,21 Crittenden Rd,########,2
44683,100,14155,180 Cross Rd,########,1
44683,100,13499,8C Marion Rd,########,2
44683,100,13669,8F Marion Rd,########,2
44683,100,14146,177 Cross Rd,########,3
44683,100,12521,219 Woodville Rd,########,2
44683,100,13931,9B Marion Rd,########,2
44683,100,14071,163 Cross Rd,########,3
44683,100,14113,171 Cross Rd,########,6
44683,100,12463,220 Woodville Rd,########,1
44683,100,12939,18 Crittenden Rd,########,1
44683,100,13627,8E Marion Rd,########,6
44683,100,12412,221 Woodville Rd,########,1
44683,100,14076,164 Cross Rd,########,1
44683,100,14123,173 Cross Rd,########,1
44683,100,14152,179 Cross Rd,########,4
44683,100,13269,10 Holbrooks Rd,########,1
44683,100,13571,8D Marion Rd,########,5
44683,100,14083,165 Cross Rd,########,9
44683,100,13730,8G Marion Rd,########,6
44683,100,14098,167 Cross Rd,########,2
44683,100,14131,11A Marion Rd,########,3
44683,100,12663,216 Findon Rd,########,3
44683,100,13073,205 Holbrooks Rd,########,7
44683,100,14142,176 Cross Rd,########,3
44683,100,12941,17 Grange Rd,########,3
44683,100,12747,23 Findon Rd,########,9
44683,100,13874,9 Marion Rd,########,4
44683,100,14037,19 Portrush Rd,########,64
44684,100,12463,220 Woodville Rd,########,2
44684,100,12806,21 Crittenden Rd,########,1
44684,100,14083,165 Cross Rd,########,1
44684,100,13331,9A Holbrooks Rd,########,5
44684,100,13730,8G Marion Rd,########,6
44684,100,14064,20 Cross Rd,########,6
44684,100,13874,9 Marion Rd,########,2
44684,100,12580,218 Findon Rd,########,2
44684,100,12939,18 Crittenden Rd,########,2
44684,100,12941,17 Grange Rd,########,2
44684,100,12521,219 Woodville Rd,########,7
44684,100,13931,9B Marion Rd,########,1
44684,100,14095,166 Cross Rd,########,1
44684,100,12747,23 Findon Rd,########,7
44684,100,14000,10 Marion Rd,########,1
44684,100,14037,19 Portrush Rd,########,10
44684,100,14047,10A Marion Rd,########,2
44684,100,13456,8B Marion Rd,########,3
44684,100,13767,8H Marion Rd,########,1
44684,100,13269,10 Holbrooks Rd,########,1
44684,100,14131,11A Marion Rd,########,8
44684,100,12352,Woodville,########,2
44684,100,13817,8K Marion Rd,########,1
44684,100,14110,170 Cross Rd,########,5
44684,100,12663,216 Findon Rd,########,4
44684,100,14142,176 Cross Rd,########,1
44684,100,14152,179 Cross Rd,########,4
44684,100,13905,9A Marion Rd,########,1
44684,100,17881,165A Cross Rd,########,1
44684,100,12833,22 Crittenden Rd,########,1
44684,100,13499,8C Marion Rd,########,2
44684,100,13627,8E Marion Rd,########,3
44684,100,14146,177 Cross Rd,########,4
44685,100,12463,220 Woodville Rd,########,4
44685,100,12610,217 Findon Rd,########,2
44685,100,12747,23 Findon Rd,########,8
44685,100,13375,201 Marion Rd,########,4
44685,100,14037,19 Portrush Rd,########,1
44685,100,13874,9 Marion Rd,########,2
44685,100,13571,8D Marion Rd,########,1
44685,100,12521,219 Woodville Rd,########,2
44685,100,14131,11A Marion Rd,########,6
44685,100,14142,176 Cross Rd,########,1
44685,100,13953,9C Marion Rd,########,1
44685,100,12941,17 Grange Rd,########,2
44685,100,14123,173 Cross Rd,########,3
44685,100,14152,179 Cross Rd,########,2
44685,100,14047,10A Marion Rd,########,4
44685,100,14064,20 Cross Rd,########,1
44685,100,14071,163 Cross Rd,########,3
44685,100,12833,22 Crittenden Rd,########,4
44685,100,13788,8J Marion Rd,########,2
44685,100,14110,170 Cross Rd,########,3
44685,100,12663,216 Findon Rd,########,2
44685,100,12806,21 Crittenden Rd,########,4
44685,100,13073,205 Holbrooks Rd,########,2
44685,100,13331,9A Holbrooks Rd,########,10
44685,100,13669,8F Marion Rd,########,1
44685,100,13931,9B Marion Rd,########,1
44685,100,14158,181 Cross Rd,########,5
44685,100,12864,20 Crittenden Rd,########,1
44685,100,12352,Woodville,########,2
44685,100,12939,18 Crittenden Rd,########,4
44685,100,13627,8E Marion Rd,########,3
44685,100,14000,10 Marion Rd,########,4
44685,100,12412,221 Woodville Rd,########,1
44685,100,13269,10 Holbrooks Rd,########,2
44685,100,13499,8C Marion Rd,########,1
44685,100,14146,177 Cross Rd,########,1
44686,100,12747,23 Findon Rd,########,6
44686,100,14037,19 Portrush Rd,########,4
44686,100,12941,17 Grange Rd,########,1
44686,100,14142,176 Cross Rd,########,4
44686,100,13073,205 Holbrooks Rd,########,1
44686,100,12610,217 Findon Rd,########,1
44686,100,13269,10 Holbrooks Rd,########,5
44686,100,13375,201 Marion Rd,########,1
44686,100,13571,8D Marion Rd,########,1
44686,100,14131,11A Marion Rd,########,7
44686,100,14135,175 Cross Rd,########,1
44686,100,14152,179 Cross Rd,########,3
44686,100,12285,223 Woodville Rd,########,1
44686,100,12412,221 Woodville Rd,########,6
44686,100,12463,220 Woodville Rd,########,3
44686,100,12521,219 Woodville Rd,########,7
44686,100,12939,18 Crittenden Rd,########,1
44686,100,14071,163 Cross Rd,########,1
44686,100,14158,181 Cross Rd,########,3
44686,100,12806,21 Crittenden Rd,########,2
44686,100,13331,9A Holbrooks Rd,########,11
44686,100,13627,8E Marion Rd,########,3
44686,100,13040,206 Holbrooks Rd,########,2
44686,100,13499,8C Marion Rd,########,2
44686,100,14146,177 Cross Rd,########,4
44686,100,13730,8G Marion Rd,########,1
44686,100,14064,20 Cross Rd,########,1
44686,100,14110,170 Cross Rd,########,1
44686,100,13456,8B Marion Rd,########,1
44686,100,13817,8K Marion Rd,########,1
44686,100,14167,182 Cross Rd,########,2
44686,100,14000,10 Marion Rd,########,1
44686,100,14047,10A Marion Rd,########,5
44686,100,14102,168 Cross Rd,########,2
44687,100,12412,221 Woodville Rd,########,2
44687,100,13269,10 Holbrooks Rd,########,3
44687,100,13499,8C Marion Rd,########,1
44687,100,13627,8E Marion Rd,########,2
44687,100,13905,9A Marion Rd,########,1
44687,100,17881,165A Cross Rd,########,2
44687,100,14142,176 Cross Rd,########,1
44687,100,14152,179 Cross Rd,########,1
44687,100,13375,201 Marion Rd,########,2
44687,100,14131,11A Marion Rd,########,6
44687,100,12352,Woodville,########,7
44687,100,13817,8K Marion Rd,########,1
44687,100,13456,8B Marion Rd,########,2
44687,100,12747,23 Findon Rd,########,3
44687,100,12864,20 Crittenden Rd,########,1
44687,100,14047,10A Marion Rd,########,2
44687,100,12521,219 Woodville Rd,########,6
44687,100,13874,9 Marion Rd,########,5
44687,100,13931,9B Marion Rd,########,1
44687,100,12939,18 Crittenden Rd,########,1
44687,100,12941,17 Grange Rd,########,1
44687,100,13331,9A Holbrooks Rd,########,6
44687,100,14098,167 Cross Rd,########,2
44687,100,14083,165 Cross Rd,########,1
44687,100,12285,223 Woodville Rd,########,1
44687,100,12463,220 Woodville Rd,########,1
44687,100,13953,9C Marion Rd,########,1
44687,100,12610,217 Findon Rd,########,1
44687,100,12806,21 Crittenden Rd,########,1
44687,100,14123,173 Cross Rd,########,1
44688,100,12939,18 Crittenden Rd,########,3
44688,100,13817,8K Marion Rd,########,1
44688,100,13931,9B Marion Rd,########,2
44688,100,12864,20 Crittenden Rd,########,1
44688,100,14155,180 Cross Rd,########,1
44688,100,14064,20 Cross Rd,########,1
44688,100,14158,181 Cross Rd,########,1
44688,100,12463,220 Woodville Rd,########,7
44688,100,13499,8C Marion Rd,########,6
44688,100,14121,172 Cross Rd,########,1
44688,100,14146,177 Cross Rd,########,4
44688,100,12663,216 Findon Rd,########,3
44688,100,12806,21 Crittenden Rd,########,1
44688,100,13073,205 Holbrooks Rd,########,5
44688,100,13331,9A Holbrooks Rd,########,10
44688,100,13669,8F Marion Rd,########,1
44688,100,12941,17 Grange Rd,########,1
44688,100,14095,166 Cross Rd,########,2
44688,100,14152,179 Cross Rd,########,1
44688,100,13730,8G Marion Rd,########,1
44688,100,14129,174 Cross Rd,########,1
44688,100,14142,176 Cross Rd,########,2
44688,100,14083,165 Cross Rd,########,3
44688,100,13571,8D Marion Rd,########,2
44688,100,12521,219 Woodville Rd,########,6
44688,100,14131,11A Marion Rd,########,1
44688,100,13874,9 Marion Rd,########,5
44688,100,12747,23 Findon Rd,########,8
44688,100,13375,201 Marion Rd,########,1
44689,100,12352,Woodville,########,1
44689,100,14102,168 Cross Rd,########,1
44689,100,14110,170 Cross Rd,########,1
44689,100,14121,172 Cross Rd,########,1
44689,100,14047,10A Marion Rd,########,1
44689,100,13669,8F Marion Rd,########,1
44689,100,12463,220 Woodville Rd,########,2
44689,100,13269,10 Holbrooks Rd,########,2
